60 0.3 -39.6578 59.3269 5318.0
60 0.31 -48.188 59.8875 5318.0
60 0.32 -56.1475 60.3268 5318.0
60 0.33 -63.4537 60.7614 5318.0
60 0.34 -70.1106 61.1449 5318.0
60 0.35 -76.1676 61.506 5318.0
60 0.36 -81.8813 61.8448 5318.0
60 0.37 -87.0114 62.1444 5318.0
60 0.38 268.0988 62.4573 5318.0
60 0.39 263.4972 62.7105 5318.0
60 0.4 259.2921 62.9699 5318.0
60 0.41 255.2625 63.223 5318.0
60 0.42 251.5453 63.4496 5318.0
60 0.43 248.0955 63.6759 5318.0
60 0.44 244.8665 63.905 5318.0
60 0.45 241.6106 64.1007 5318.0
60 0.46 238.6804 64.282 5318.0
60 0.47 235.8033 64.3205 5318.0
60 0.48 233.0597 64.4593 5318.0
60 0.49 230.3833 64.577 5318.0
61 0.3 -58.8287 59.4372 5318.0
61 0.31 -67.27 59.9136 5318.0
61 0.32 -74.9556 60.3848 5318.0
61 0.33 -82.0725 60.7774 5318.0
61 0.34 -88.6329 61.1755 5318.0
61 0.35 -94.6133 61.5221 5318.0
61 0.36 -100.2686 61.8435 5318.0
61 0.37 254.529 62.1643 5318.0
61 0.38 249.6324 62.4359 5318.0
61 0.39 245.0684 62.6917 5318.0
61 0.4 240.7564 62.949 5318.0
61 0.41 236.9057 63.1992 5318.0
61 0.42 233.1396 63.4174 5318.0
61 0.43 229.5965 63.6162 5318.0
61 0.44 226.2054 63.6557 5318.0
61 0.45 223.0997 63.8026 5318.0
61 0.46 220.1479 63.9428 5318.0
61 0.47 217.4208 64.0846 5318.0
61 0.48 214.7384 64.1695 5318.0
61 0.49 212.3654 64.2729 5318.0
62 0.3 -77.6962 59.4597 5318.0
62 0.31 -85.8667 59.9698 5318.0
62 0.32 -93.5218 60.3779 5318.0
62 0.33 -100.4574 60.8135 5318.0
62 0.34 -106.9769 61.1652 5318.0
62 0.35 -112.9782 61.5286 5318.0
62 0.36 241.3981 61.8261 5318.0
62 0.37 236.1502 62.098 5318.0
62 0.38 231.3315 62.3726 5318.0
62 0.39 226.9941 62.6344 5318.0
62 0.4 222.8313 62.8606 5318.0
62 0.41 218.9462 63.0679 5318.0
62 0.42 215.3158 63.1111 5318.0
62 0.43 211.9615 63.2658 5318.0
62 0.44 208.7877 63.4022 5318.0
62 0.45 206.0901 63.5671 5318.0
62 0.46 203.4756 63.6935 5318.0
62 0.47 200.996 63.7942 5318.0
62 0.48 198.7726 63.9051 5318.0
62 0.49 196.7671 64.0356 5318.0
63 0.3 -96.0505 59.5251 5318.0
63 0.31 -104.2928 59.959 5318.0
63 0.32 -111.7482 60.4046 5318.0
63 0.33 -118.7217 60.7676 5318.0
63 0.34 -125.128 61.1311 5318.0
63 0.35 228.9311 61.431 5318.0
63 0.36 223.4401 61.7024 5318.0
63 0.37 218.6001 62.0387 5318.0
63 0.38 213.9736 62.2871 5318.0
63 0.39 209.7052 62.5234 5318.0
63 0.4 205.7865 62.59 5318.0
63 0.41 202.1761 62.783 5318.0
63 0.42 198.8286 62.962 5318.0
63 0.43 195.916 63.1859 5318.0
63 0.44 193.0764 63.3509 5318.0
63 0.45 190.503 63.5199 5318.0
63 0.46 188.0175 63.6833 5318.0
63 0.47 185.8038 63.8818 5318.0
63 0.48 183.7316 64.0607 5318.0
63 0.49 182.1918 64.2511 5318.0
64 0.3 -114.2736 59.5131 5318.0
64 0.31 -122.3444 59.9621 5318.0
64 0.32 -129.7703 60.3422 5318.0
64 0.33 -136.563 60.7126 5318.0
64 0.34 217.2079 61.0287 5318.0
64 0.35 211.7303 61.4236 5318.0
64 0.36 206.4245 61.7038 5318.0
64 0.37 201.6896 61.9757 5318.0
64 0.38 197.249 62.1127 5318.0
64 0.39 193.1678 62.3553 5318.0
64 0.4 189.4165 62.5979 5318.0
64 0.41 185.9753 62.8586 5318.0
64 0.42 182.742 63.1135 5318.0
64 0.43 179.6559 63.3533 5318.0
64 0.44 176.7412 63.5915 5318.0
64 0.45 173.9576 63.8432 5318.0
64 0.46 171.3012 64.0763 5318.0
64 0.47 168.7784 64.3126 5318.0
64 0.48 166.3143 64.5425 5318.0
64 0.49 163.9838 64.7935 5318.0
65 0.3 -132.0774 59.5068 5318.0
65 0.31 -139.9524 59.9185 5318.0
65 0.32 -147.2218 60.3008 5318.0
65 0.33 206.1593 60.6434 5318.0
65 0.34 200.32 61.0822 5318.0
65 0.35 194.6766 61.4072 5318.0
65 0.36 189.5412 61.6151 5318.0
65 0.37 184.764 61.919 5318.0
65 0.38 180.3047 62.2115 5318.0
65 0.39 176.1535 62.5394 5318.0
65 0.4 172.2079 62.8472 5318.0
65 0.41 168.4076 63.1374 5318.0
65 0.42 164.7947 63.4167 5318.0
65 0.43 161.2744 63.7131 5318.0
65 0.44 157.9388 63.9945 5318.0
65 0.45 154.4955 64.2224 5318.0
65 0.46 151.4258 64.4822 5318.0
65 0.47 148.31 64.7286 5318.0
65 0.48 145.3053 64.9525 5318.0
65 0.49 142.4149 65.1569 5318.0
66 0.3 -149.6065 59.4629 5318.0
66 0.31 -157.2502 59.9134 5318.0
66 0.32 195.5992 60.3466 5318.0
66 0.33 189.0944 60.7879 5318.0
66 0.34 183.0715 61.0329 5318.0
66 0.35 177.3096 61.3989 5318.0
66 0.36 171.9132 61.7453 5318.0
66 0.37 166.8377 62.0877 5318.0
66 0.38 161.9813 62.4451 5318.0
66 0.39 157.2628 62.7543 5318.0
66 0.4 152.792 63.056 5318.0
66 0.41 148.5201 63.3571 5318.0
66 0.42 144.3506 63.6235 5318.0
66 0.43 140.3594 63.8802 5318.0
66 0.44 136.3321 64.1059 5318.0
66 0.45 132.5131 64.3121 5318.0
66 0.46 128.9713 64.5197 5318.0
66 0.47 125.3957 64.677 5318.0
66 0.48 121.9865 64.8345 5318.0
